alpha,avg_baseline_cost,avg_ils_cost,avg_improvement_pct,num_instances
0.0,24.63292955631852,24.657283456402936,-0.03312881123805059,36
1.0,24490362194.37593,23244467121.099293,0.004403187144103502,36
2.0,413960340369.541,439651142951.7643,0.001568776998372301,36
4.0,5586122395588.049,6896198833978.62,-0.0008773331068645525,36
